dogName,trackName,raceTitle,raceTime,trapNum,top3Last10Races,1stLast10Races,2ndLast10Races,3rdLast10Races
Sparkling Darren,CENTRAL PARK,Race 6,12:01,2,0.9,0.3,0.3,0.3
Flickering Flame,SWINDON,Race 5,12:13,1,0.9,0.3,0.2,0.4
Headford Holly,PERRY BARR,Race 6,12:21,3,0.8,0.4,0.2,0.2
Cloncunny Mike,HENLOW,Race 7,12:24,1,0.9,0.4,0.3,0.2
Love,CENTRAL PARK,Race 8,12:31,5,0.9,0.6,0.3,0.0
Ballygur Roy,HENLOW,Race 8,12:39,4,0.8,0.2,0.2,0.4
Gentstown Mill,SWINDON,Race 7,12:43,6,0.8,0.2,0.5,0.1
Waikiki Cream,SWINDON,Race 7,12:43,2,0.8,0.3,0.4,0.1
Followthe Buddy,PERRY BARR,Race 10,13:21,3,0.8,0.3,0.2,0.3
Churchtown Lad,PERRY BARR,Race 10,13:21,5,0.8,0.2,0.2,0.4
Restless Lass,HENLOW,Race 12,13:39,2,0.8,0.2,0.3,0.3
Sunday At Agusta,SWINDON,Race 11,13:44,1,0.8,0.2,0.4,0.2
Courthouse Jim,SWINDON,Race 12,13:59,3,0.8,0.0,0.4,0.4
Sycamore Lady,SHEFFIELD,Race 1,14:04,4,1.0,0.2,0.4,0.4
Final Salt,SHEFFIELD,Race 1,14:04,1,0.8,0.3,0.1,0.4
Aero Roddick,ROMFORD,Race 2,14:12,2,0.9,0.2,0.1,0.6
Nah Then Norman,SHEFFIELD,Race 2,14:19,5,0.8,0.2,0.5,0.1
Darver Cavani,SHEFFIELD,Race 3,14:36,3,0.9,0.3,0.2,0.4
Milltown Jack,ROMFORD,Race 4,14:52,3,0.8,0.2,0.2,0.4
Sharpys Genie,SHEFFIELD,Race 4,14:54,3,0.8,0.2,0.2,0.4
Tell No Lies,SHEFFIELD,Race 4,14:54,4,0.8,0.4,0.1,0.3
Kilara Music,SHEFFIELD,Race 4,14:54,2,0.8,0.2,0.4,0.2
Rusheen Laser,ROMFORD,Race 5,15:11,3,0.9,0.3,0.6,0.0
Trapstyle Brae,ROMFORD,Race 5,15:11,1,0.8,0.4,0.3,0.1
Brocks Snowflake,MONMORE,Race 6,15:18,1,0.8,0.4,0.1,0.3
Skyfall Ruben,MONMORE,Race 6,15:18,6,0.8,0.3,0.3,0.2
Stevie Boy,YARMOUTH,Race 2,15:34,1,0.8,0.2,0.3,0.3
Corrig Iris,ROMFORD,Race 7,15:48,5,0.8,0.1,0.4,0.3
Whichwayseasy,SHEFFIELD,Race 8,16:04,5,0.8,0.3,0.3,0.2
Delboys Guinness,MONMORE,Race 9,16:18,4,0.8,0.3,0.2,0.3
Rathbawn Paddy,SHEFFIELD,Race 9,16:23,5,0.8,0.3,0.2,0.3
Mendthebend,ROMFORD,Race 14,18:02,1,0.8,0.3,0.1,0.4
Scarlet Beauty,DONCASTER,Race 1,18:09,1,0.8,0.2,0.2,0.4
Leathems Luigi,YARMOUTH,Race 10,18:12,5,0.8,0.2,0.5,0.1
Redbrick Maddi,DONCASTER,Race 2,18:28,2,0.8,0.2,0.3,0.3
Craan Maggie,DONCASTER,Race 2,18:28,5,0.9,0.3,0.4,0.2
Greencraft Jet,YARMOUTH,Race 11,18:31,4,1.0,0.2,0.5,0.3
Seany Five O,NOTTINGHAM,Race 2,18:41,6,0.8,0.3,0.2,0.3
Ballinakill Jade,NOTTINGHAM,Race 3,18:59,1,0.8,0.3,0.2,0.3
Forest Yuri,TOWCESTER,Race 4,19:07,1,0.8,0.2,0.4,0.2
Murleys Reel,YOUGHAL,Race 3,19:28,2,0.8,0.1,0.5,0.2
Plaza Matty,NOTTINGHAM,Race 5,19:34,2,0.8,0.2,0.3,0.3
Castlemary Jack,YOUGHAL,Race 4,19:42,4,0.8,0.4,0.2,0.2
Ridgedale Carol,NOTTINGHAM,Arena Racing Company Maiden Standard Trophy,19:51,6,0.9,0.3,0.3,0.3
Kilara Yeats,NOTTINGHAM,Arena Racing Company Maiden Standard Trophy,19:51,2,0.8,0.4,0.2,0.2
Flew The Coop,DONCASTER,Race 7,19:56,4,0.9,0.4,0.3,0.2
Burghead Hannah,NOTTINGHAM,Race 7,20:06,6,0.8,0.2,0.4,0.2
Mr Jones,TOWCESTER,Race 8,20:23,1,0.8,0.0,0.5,0.3
Why Venture,YOUGHAL,Race 7,20:29,2,0.8,0.1,0.2,0.5
Mikes Magic,YOUGHAL,Race 7,20:29,5,0.8,0.3,0.1,0.4
Ramors Jet,NOTTINGHAM,Arc Standard Trophy Final,20:36,2,0.8,0.5,0.2,0.1
Bellmore Rossi,NOTTINGHAM,Arc Standard Trophy Final,20:36,5,0.8,0.4,0.2,0.2
Canvas Pip,YOUGHAL,Race 8,20:47,2,0.8,0.4,0.2,0.2
Piercestown Gift,NOTTINGHAM,Race 10,20:52,5,0.9,0.4,0.2,0.3
Towstar Peroni,NOTTINGHAM,Race 10,20:52,2,0.9,0.2,0.5,0.2
Tele Lad,NOTTINGHAM,Race 10,20:52,1,0.9,0.1,0.4,0.4
Tuftys Tony,TOWCESTER,Race 10,21:02,1,0.9,0.2,0.2,0.5
Kidya Not,DONCASTER,Race 12,21:28,2,0.8,0.2,0.4,0.2
