dogName,trackName,raceTitle,raceTime,trapNum,top3Last10Races,1stLast10Races,2ndLast10Races,3rdLast10Races
Roxys Teddy,YARMOUTH,Race 4,16:14,2,0.8,0.4,0.0,0.4
Maxi Twister,YARMOUTH,Race 4,16:14,3,0.8,0.3,0.3,0.2
Seomra Dancer,SHEFFIELD,Race 11,17:03,4,0.8,0.0,0.4,0.4
Darver Cavani,SHEFFIELD,Race 11,17:03,3,0.8,0.2,0.2,0.4
Comeragh Magpie,ROMFORD,Race 11,17:08,4,0.8,0.1,0.1,0.6
Mayses Ollie,ROMFORD,Race 13,17:44,3,0.8,0.3,0.4,0.1
Stevie Boy,YARMOUTH,Race 9,17:52,1,0.8,0.1,0.3,0.4
Makeit Beauty,TOWCESTER,Race 1,18:17,6,0.8,0.1,0.2,0.5
Ballyboss Sim,NOTTINGHAM,Race 1,18:26,1,0.8,0.2,0.2,0.4
Merrymeeting Dev,DONCASTER,Race 2,18:28,2,0.9,0.2,0.4,0.3
Bringitonbuddy,DONCASTER,Race 3,18:43,2,0.8,0.2,0.4,0.2
Speed Up Maggie,NOTTINGHAM,Race 3,18:59,2,0.8,0.3,0.4,0.1
Storys Hawk,TOWCESTER,Race 4,19:07,2,0.8,0.4,0.2,0.2
Murleys Reel,YOUGHAL,Race 2,19:12,1,0.8,0.1,0.5,0.2
House Of Magic,TOWCESTER,Race 5,19:24,2,0.8,0.3,0.2,0.3
Penniment Keen,NOTTINGHAM,Race 5,19:34,1,0.9,0.2,0.4,0.3
Ramors Jet,NOTTINGHAM,Arc Standard Trophy - Heat 1,19:51,2,0.8,0.5,0.2,0.1
Bellmore Rossi,NOTTINGHAM,Arc Standard Trophy - Heat 1,19:51,6,0.8,0.4,0.3,0.1
Canvas Maud,YOUGHAL,Race 5,19:54,2,0.8,0.1,0.3,0.4
Aghaburren Charm,NOTTINGHAM,Arc Standard Trophy - Heat 2,20:06,4,0.8,0.4,0.3,0.1
Look Out,NOTTINGHAM,Arc Standard Trophy - Heat 2,20:06,3,0.8,0.3,0.2,0.3
Cherrypark Hero,YOUGHAL,Greyhound Make Great Pets 525,20:09,1,0.9,0.2,0.4,0.3
Prickly Bay,TOWCESTER,Race 8,20:23,2,0.8,0.0,0.4,0.4
Little Seven,NOTTINGHAM,Arc Maiden 480m Trophy,20:36,6,0.9,0.1,0.5,0.3
Tuftys Tony,TOWCESTER,Race 9,20:43,2,0.9,0.1,0.3,0.5
Castlemary Jack,YOUGHAL,Race 8,20:47,3,0.8,0.4,0.1,0.3
Hollyhill Davy,YOUGHAL,Race 8,20:47,6,0.8,0.2,0.2,0.4
Burghead Hannah,NOTTINGHAM,Race 10,20:52,6,0.8,0.2,0.4,0.2
Ballinakill Jade,NOTTINGHAM,Race 10,20:52,1,0.8,0.2,0.3,0.3
Ballydorgan Duke,YOUGHAL,Race 9,21:06,5,0.8,0.2,0.1,0.5
Little Emir,NOTTINGHAM,Arc Sprint Trophy,21:11,3,0.8,0.4,0.1,0.3
Marinas Artist,NOTTINGHAM,Arc Sprint Trophy,21:11,2,1.0,0.6,0.3,0.1
Freedom Whiskey,NOTTINGHAM,Arc Sprint Trophy,21:11,5,0.8,0.4,0.3,0.1
Jaguar Brett,NOTTINGHAM,Arc Sprint Trophy,21:11,4,0.8,0.4,0.3,0.1
Tinksthebest,TOWCESTER,Race 11,21:18,3,0.8,0.3,0.4,0.1
Canvas Pip,YOUGHAL,Race 10,21:22,4,0.8,0.3,0.3,0.2
Hollyhill Julie,YOUGHAL,Race 10,21:22,5,0.8,0.3,0.1,0.4
Burgess Ranger,NOTTINGHAM,Race 12,21:26,1,0.8,0.3,0.2,0.3
Free Inside,DONCASTER,Race 12,21:28,5,0.8,0.4,0.1,0.3
