dogName,trackName,raceTitle,raceTime,trapNum,top3Last10Races,1stLast10Races,2ndLast10Races,3rdLast10Races
Avongate Kelly,ROMFORD,RGOA A5/A6 Kennel Sweepstakes - Heat 4,12:16,1,0.9,0.3,0.4,0.2
Kilshannig Marie,CRAYFORD,Golden Jacket Trial Stakes,12:24,2,0.8,0.3,0.2,0.3
Droopys Senorita,CRAYFORD,Ladbrokes.com Maiden Stayers Trophy - Final,12:39,6,0.9,0.2,0.5,0.2
Distant Bolt,CRAYFORD,Ladbrokes.com Maiden Stayers Trophy - Final,12:39,5,1.0,0.5,0.1,0.4
Blackrose Pippa,CRAYFORD,Ladbrokes.com Maiden Stayers Trophy - Final,12:39,3,0.8,0.5,0.1,0.2
Donegal Boy,ROMFORD,RGOA A5/A6 Kennel Sweepstakes - Heat 6,12:46,3,0.8,0.5,0.1,0.2
Wicky Mike,CRAYFORD,Race 11,12:54,5,0.9,0.2,0.4,0.3
Moaning Blake,CRAYFORD,Race 11,12:54,4,0.9,0.4,0.3,0.2
Lie Forrit Pearl,PERRY BARR,Race 9,13:06,3,0.8,0.4,0.4,0.0
Clonleigh Hulk,PERRY BARR,Race 10,13:21,2,0.8,0.2,0.5,0.1
Longvale Prince,CRAYFORD,Race 13,13:24,4,0.8,0.1,0.4,0.3
Selra Jet,PERRY BARR,Race 11,13:36,1,0.9,0.1,0.6,0.2
Serene Dolly,DONCASTER,Race 1,13:49,1,0.9,0.3,0.4,0.2
South Georgia,NEWCASTLE,Race 1,14:04,6,0.8,0.2,0.1,0.5
Chosen Flame,NEWCASTLE,Race 2,14:19,6,0.9,0.4,0.2,0.3
Romeo Black Op,HENLOW,Race 3,14:32,4,0.8,0.3,0.1,0.4
Lisa Lou,HENLOW,Race 3,14:32,2,0.8,0.4,0.2,0.2
Bringitonbuddy,DONCASTER,Race 5,15:02,1,0.8,0.1,0.4,0.3
Mister Eventful,HENLOW,Race 6,15:28,5,0.8,0.3,0.4,0.1
View West,NEWCASTLE,Race 7,15:44,6,0.8,0.3,0.2,0.3
Fernhall Roxy,HENLOW,Race 9,16:28,1,0.8,0.2,0.5,0.1
Glenvale Tony,HENLOW,Race 9,16:28,3,0.9,0.2,0.5,0.2
Savana Raven,HENLOW,Race 9,16:28,2,0.9,0.5,0.1,0.3
Free Inside,DONCASTER,Race 12,17:18,6,0.8,0.4,0.1,0.3
Jennifers Jewel,HENLOW,Race 12,17:28,2,0.8,0.1,0.4,0.3
Makemydaypunk,DONCASTER,Race 13,17:37,6,0.8,0.3,0.1,0.4
Peejays Forever,HENLOW,Race 13,17:44,6,0.8,0.4,0.2,0.2
Hazelwood Alarm,ROMFORD,Race 1,18:22,5,0.8,0.2,0.4,0.2
Nightwatch Man,HOVE,Race 2,18:28,5,0.8,0.2,0.2,0.4
Sweet Black,SHEFFIELD,Race 2,18:36,5,0.9,0.2,0.5,0.2
Brookside Sting,ROMFORD,Race 2,18:39,6,1.0,0.3,0.2,0.5
Kits Jim,ROMFORD,Race 2,18:39,5,0.8,0.2,0.4,0.2
Miss Nightingale,ROMFORD,Race 2,18:39,2,0.8,0.5,0.2,0.1
Lissarra Kero,CRAYFORD,Race 1,18:42,6,0.8,0.2,0.4,0.2
Olive Oil Rose,CRAYFORD,Race 1,18:42,1,0.9,0.4,0.3,0.2
Boom Daddy,ROMFORD,Race 3,18:54,4,0.9,0.3,0.4,0.2
Kilbarry Nosense,CRAYFORD,Race 2,19:01,2,0.8,0.3,0.1,0.4
Elderberry Sky,MONMORE,Ladbrokes.com 480,19:24,1,0.8,0.5,0.1,0.2
Tucos Abbey,ROMFORD,Race 5,19:32,1,0.8,0.1,0.3,0.4
Salems Soulmate,YARMOUTH,Race 3,19:34,1,0.9,0.2,0.3,0.4
Towstar Oreo,SHEFFIELD,Race 6,19:41,5,0.8,0.3,0.0,0.5
Seomra Dancer,SHEFFIELD,Race 8,20:12,4,0.9,0.0,0.4,0.5
Gotoon Bella,YARMOUTH,Race 6,20:21,3,0.8,0.4,0.2,0.2
Into The Void,MONMORE,Georgia's Birthday Trophy,20:23,2,0.8,0.5,0.3,0.0
Chasing Landy,MONMORE,Georgia's Birthday Trophy,20:23,5,0.8,0.4,0.2,0.2
Drumcrow Harley,SHEFFIELD,Race 9,20:27,4,0.8,0.1,0.1,0.6
Inniskeen Trixie,ROMFORD,Race 8,20:28,5,0.9,0.2,0.3,0.4
Moors Sharkey,YARMOUTH,Race 7,20:36,4,0.9,0.3,0.3,0.3
Early Knight,MONMORE,Ladbrokes.com 264,20:43,6,0.8,0.2,0.5,0.1
Right Turn Joe,SHEFFIELD,Race 10,20:46,5,0.8,0.2,0.3,0.3
Burnley Storm,SHEFFIELD,Race 10,20:46,2,0.8,0.3,0.1,0.4
Bonville Jack,ROMFORD,Race 9,20:48,2,0.8,0.5,0.1,0.2
Aero Squeak,ROMFORD,Race 9,20:48,6,0.9,0.2,0.5,0.2
Strictly Jester,YARMOUTH,Race 9,21:11,6,0.9,0.4,0.3,0.2
Daves Gift,MONMORE,Ladbrokes.com 480,21:18,3,0.8,0.6,0.2,0.0
Moanteen Sweep,MONMORE,Ladbrokes.com 480,21:18,1,0.8,0.5,0.3,0.0
Crouchs Gift,YARMOUTH,Race 10,21:26,4,0.8,0.5,0.1,0.2
Borna Rumour,SHEFFIELD,Winner: £125,21:31,6,0.9,0.3,0.3,0.3
Maysons Bullet,ROMFORD,Winner: £200,21:36,1,0.9,0.4,0.1,0.4
Thymelea Spirit,YARMOUTH,Race 12,21:55,5,0.9,0.3,0.4,0.2
Take Off Libby,YARMOUTH,Race 12,21:55,6,0.9,0.3,0.3,0.3
