dogName,trackName,raceTitle,raceTime,trapNum,top3Last10Races,1stLast10Races,2ndLast10Races,3rdLast10Races
Mindhowyougo,NEWCASTLE,Arena Racing Company Sprint Trophy,18:41,3,0.9,0.6,0.2,0.1
Pennylane Socks,NEWCASTLE,Arena Racing Company Sprint Trophy,18:41,2,0.8,0.2,0.3,0.3
Tuftys Dora,TOWCESTER,Towcester A5 Christmas Bonus - Final,18:43,3,0.8,0.4,0.3,0.1
House Of Magic,TOWCESTER,Towcester A5 Christmas Bonus - Final,18:43,2,0.8,0.4,0.2,0.2
Ballymac Candice,CRAYFORD,Race 3,18:48,5,0.8,0.4,0.4,0.0
Ellies Pet,CRAYFORD,Race 3,18:48,1,0.8,0.3,0.3,0.2
Callaway Links,TRALEE,Race 2,19:12,4,0.8,0.2,0.3,0.3
Freyas Dream,CRAYFORD,Race 5,19:24,6,0.8,0.3,0.4,0.1
Sweet Black,SHEFFIELD,Adopt A Greyhound @ Sheffield Greyhound Trust,19:26,6,0.9,0.2,0.4,0.3
Gulleen Enda,TRALEE,Race 3,19:28,2,1.0,0.3,0.4,0.3
Colliery King,NEWCASTLE,BGBF British Bred Maiden Final,19:34,2,0.8,0.5,0.2,0.1
Sonnys Grace,SHEFFIELD,Race 6,19:41,3,0.8,0.2,0.3,0.3
Olive Oil Rose,CRAYFORD,Race 6,19:44,1,0.8,0.3,0.3,0.2
Gartcloss Geordi,NEWCASTLE,Arena Racing Company Maiden Trophy,19:51,4,0.8,0.4,0.2,0.2
Gas Man,NEWCASTLE,Arena Racing Company Maiden Trophy,19:51,1,0.9,0.2,0.4,0.3
Loher Blake,TRALEE,Race 5,19:54,1,0.9,0.3,0.4,0.2
Millridge Brady,TRALEE,Race 5,19:54,2,0.8,0.3,0.0,0.5
Lassinagh Jet,TRALEE,Race 5,19:54,5,0.8,0.1,0.4,0.3
Dingys Maggie,TOWCESTER,Race 7,19:56,1,0.9,0.2,0.6,0.1
Trionas Travel,SHEFFIELD,Owlerton Stadium Standard Dup,19:58,6,0.9,0.3,0.3,0.3
Ballydoyle Luigi,SHEFFIELD,Owlerton Stadium Standard Dup,19:58,1,0.8,0.2,0.5,0.1
Cashen Dolphin,TRALEE,Race 6,20:09,4,0.8,0.2,0.5,0.1
Bounard Han,TRALEE,Race 6,20:09,3,0.9,0.5,0.3,0.1
Negotiable Lady,SHEFFIELD,Owlerton Stadium Maiden Stayers,20:12,3,0.8,0.4,0.2,0.2
Adams Amazing,SHEFFIELD,Owlerton Stadium Maiden Stayers,20:12,1,0.8,0.1,0.2,0.5
Sporting Ophelia,SHEFFIELD,Race 9,20:27,1,0.8,0.2,0.4,0.2
Bellmore Flash,SHEFFIELD,Race 9,20:27,4,0.8,0.3,0.2,0.3
Coolavanny Aunty,NEWCASTLE,Arena Racing Company Bitches Trophy,20:36,2,0.8,0.7,0.1,0.0
Greencroft Paddy,TOWCESTER,Race 9,20:38,3,0.8,0.3,0.1,0.4
Blastoff Maud,CRAYFORD,Race 9,20:43,5,1.0,0.1,0.4,0.5
Good Material,SHEFFIELD,Gain Greyhound Nutrition Christmas Cracker Final,20:46,3,0.8,0.4,0.3,0.1
Moanteen Mikey,NEWCASTLE,Arena Racing Company All England Cup Final,20:52,5,1.0,0.5,0.4,0.1
Skywalker Stan,NEWCASTLE,Arena Racing Company All England Cup Final,20:52,1,1.0,0.7,0.3,0.0
Optic Jimmy,NEWCASTLE,Arena Racing Company All England Cup Final,20:52,2,0.8,0.6,0.2,0.0
Hardy Rebel,NEWCASTLE,Arena Racing Company All England Cup Final,20:52,4,0.8,0.5,0.2,0.1
Fabulous Roxy,TOWCESTER,Race 10,20:54,3,0.9,0.2,0.3,0.4
Waikiki Max,SHEFFIELD,Owlerton Stadium Sprint Dup,21:01,4,0.8,0.4,0.3,0.1
Sandwood Jet,SHEFFIELD,Owlerton Stadium Sprint Dup,21:01,2,1.0,0.5,0.4,0.1
Talk Of The Town,TOWCESTER,Race 11,21:12,4,0.8,0.2,0.1,0.5
Cloncunny Shell,SHEFFIELD,Owlerton Stadium Maiden Stayers,21:16,1,0.8,0.1,0.2,0.5
Easy Diablo,SHEFFIELD,Owlerton Stadium Maiden Stayers,21:16,4,0.8,0.0,0.8,0.0
Shronedraugh Joe,TRALEE,Race 10,21:22,5,0.8,0.3,0.3,0.2
Droopys Hooray,NEWCASTLE,Arena Racing Company Standard Trophy,21:26,6,0.9,0.6,0.2,0.1
Little Emir,NEWCASTLE,Arena Racing Company Standard Trophy,21:26,3,0.8,0.5,0.1,0.2
Honey Willow,SHEFFIELD,Winner: £125,21:31,5,0.8,0.4,0.3,0.1
Final Salt,SHEFFIELD,Winner: £125,21:31,6,0.9,0.4,0.1,0.4
