dogName,trackName,raceTitle,raceTime,trapNum,top3Last10Races,1stLast10Races,2ndLast10Races,3rdLast10Races
Coppice Ice,TOWCESTER,Race 2,18:33,6,0.8,0.4,0.4,0.0
Castell Thriller,TOWCESTER,Race 2,18:33,4,0.8,0.2,0.1,0.5
Thymelea Spirit,YARMOUTH,Race 2,18:36,5,0.9,0.2,0.4,0.3
Kilara Montjeu,TOWCESTER,Race 3,18:48,3,0.8,0.2,0.3,0.3
Makeit Gertcha,TOWCESTER,Race 3,18:48,1,0.9,0.4,0.2,0.3
Barracuda Blue,YARMOUTH,Race 3,18:51,1,0.8,0.3,0.1,0.4
Mescal Cathy,YOUGHAL,Race 2,18:53,3,0.8,0.1,0.4,0.3
Cloudyandbright,DONCASTER,Race 4,18:58,2,0.9,0.4,0.3,0.2
Sporting Pele,TOWCESTER,Race 4,19:07,1,0.8,0.2,0.3,0.3
Brennans Billie,YARMOUTH,Race 4,19:09,3,0.8,0.2,0.3,0.3
Summer Sateen,NOTTINGHAM,Race 4,19:16,4,0.8,0.1,0.4,0.3
Frainey Greaser,DONCASTER,Race 5,19:18,5,0.8,0.4,0.1,0.3
Unlikely Rocket,TOWCESTER,Race 5,19:24,2,0.8,0.4,0.2,0.2
Canvas Pip,YOUGHAL,Race 4,19:28,1,0.8,0.2,0.4,0.2
Bull Run Rubble,DONCASTER,Race 6,19:36,1,0.8,0.4,0.2,0.2
Boherash Kyle,YOUGHAL,Race 5,19:42,4,0.9,0.2,0.4,0.3
Foxy Daisy,YARMOUTH,Race 7,19:58,3,0.9,0.4,0.2,0.3
Catwalk Queen,TOWCESTER,Race 7,20:03,3,0.8,0.3,0.2,0.3
Burgess Ranger,NOTTINGHAM,Race 7,20:06,1,0.9,0.2,0.3,0.4
Zoom Angel,NOTTINGHAM,Race 7,20:06,4,0.8,0.3,0.3,0.2
Slaneyside Maisy,YOUGHAL,Try A Trio 525,20:09,5,0.8,0.4,0.3,0.1
Jura Kazura,YARMOUTH,Race 8,20:12,5,0.8,0.1,0.7,0.0
Craan Maggie,DONCASTER,Race 8,20:17,5,0.9,0.3,0.3,0.3
Tuftys Tony,TOWCESTER,Race 8,20:23,2,0.8,0.1,0.3,0.4
Greencraft Jet,YARMOUTH,Race 9,20:27,4,1.0,0.2,0.5,0.3
Wanted Me Teddy,DONCASTER,Race 9,20:38,6,0.8,0.2,0.3,0.3
Slaneyside Tatoo,YOUGHAL,Race 9,20:47,5,0.8,0.3,0.2,0.3
Blitzn Jet,YOUGHAL,All Trials Must Be Booked 525,21:06,3,0.8,0.3,0.1,0.4
Luttons Leyla,DONCASTER,Race 11,21:12,6,0.8,0.4,0.2,0.2
Roxys Teddy,YARMOUTH,Race 12,21:16,3,0.8,0.3,0.0,0.5
Castlemary Jack,YOUGHAL,Race 13,21:48,5,0.9,0.4,0.1,0.4
