dogName,trackName,raceTitle,raceTime,trapNum,top3Last10Races,1stLast10Races,2ndLast10Races,3rdLast10Races
Fourbet Layla,NEWCASTLE,Arc Northern Puppy Derby Trial Stakes,19:34,6,0.8,0.3,0.2,0.3
Carrowkeal Syd,SHEFFIELD,Owlerton Stadium Standard Dup,19:41,3,0.8,0.2,0.5,0.1
Beaming Numen,SHEFFIELD,Owlerton Stadium Standard Dup,19:41,6,0.9,0.8,0.0,0.1
Callaway Links,TRALEE,Race 4,19:42,6,0.9,0.3,0.3,0.3
Whats Up Jonjo,SHEFFIELD,Race 7,19:58,6,0.8,0.1,0.2,0.5
Gymstar Bliss,CRAYFORD,Race 7,20:03,2,0.8,0.3,0.3,0.2
Yacht Panda,CRAYFORD,Race 7,20:03,1,0.8,0.2,0.5,0.1
Little Seven,NEWCASTLE,Arc Northern Puppy Derby Trial Stakes,20:06,5,0.9,0.2,0.5,0.2
Wildcat Lilymay,TOWCESTER,Race 8,20:17,3,0.8,0.1,0.6,0.1
Da Hurricane,TOWCESTER,Race 8,20:17,5,0.8,0.2,0.4,0.2
Alnwick Logan,NEWCASTLE,Race 8,20:21,6,0.8,0.3,0.3,0.2
Negotiable Lady,SHEFFIELD,Owlerton Stadium Maiden Stayers Dup,20:27,1,0.8,0.4,0.2,0.2
Manx Disco,NEWCASTLE,Race 9,20:36,1,0.8,0.3,0.4,0.1
Boynepark Logan,CRAYFORD,Race 9,20:43,4,0.8,0.1,0.3,0.4
Cloncunny Shell,SHEFFIELD,Owlerton Stadium Maiden Stayers Dup,21:01,1,0.9,0.1,0.3,0.5
Miss Fake News,TRALEE,Race 9,21:06,5,0.9,0.4,0.3,0.2
Coney George,SHEFFIELD,Owlerton Owners Bonus Heat 2,21:16,4,0.8,0.3,0.2,0.3
Bunbeg,TRALEE,Race 10,21:22,5,0.8,0.1,0.0,0.7
Wraysbury Sky,NEWCASTLE,Race 12,21:26,6,0.9,0.1,0.4,0.4
