dogName,trackName,raceTitle,raceTime,trapNum,top3Last10Races,1stLast10Races,2ndLast10Races,3rdLast10Races
Gentstown Mill,SWINDON,Race 11,13:44,6,0.8,0.2,0.5,0.1
Sawpit Smokey,SWINDON,Race 12,13:59,1,0.9,0.4,0.2,0.3
Marys Rocketman,HOVE,Race 2,14:12,1,0.8,0.2,0.3,0.3
Bloos Miss Daisy,MONMORE,Race 3,14:23,2,0.8,0.1,0.5,0.2
Gemini Aria,HOVE,Race 3,14:32,1,1.0,0.2,0.4,0.4
Killieford Vodka,NEWCASTLE,Race 3,14:36,1,0.8,0.4,0.4,0.0
Moneygall Charm,NEWCASTLE,Race 5,15:09,5,1.0,0.2,0.3,0.5
Nitro June,NEWCASTLE,Race 6,15:26,6,0.8,0.3,0.2,0.3
Chiltern Amelia,NEWCASTLE,Race 6,15:26,2,0.8,0.3,0.2,0.3
Insane Ann,HOVE,Race 6,15:28,4,0.8,0.1,0.1,0.6
Coppice Belle,NEWCASTLE,Race 7,15:44,3,1.0,0.4,0.4,0.2
Airmount Varys,NEWCASTLE,Race 7,15:44,2,0.8,0.3,0.5,0.0
Skywalker Bonnie,NEWCASTLE,Race 7,15:44,1,0.8,0.2,0.1,0.5
Brocks Snowflake,MONMORE,Race 8,15:58,1,0.8,0.4,0.1,0.3
Emilys Charm,MONMORE,Race 8,15:58,3,1.0,0.3,0.4,0.3
Manx Disco,NEWCASTLE,Race 8,16:04,1,0.8,0.2,0.5,0.1
Emers Vinnie,NEWCASTLE,Race 8,16:04,5,0.8,0.4,0.3,0.1
Dublinhill Tilly,NEWCASTLE,Race 8,16:04,4,0.8,0.4,0.1,0.3
Newinn Conrad,HOVE,Race 8,16:08,6,0.9,0.1,0.5,0.3
Bodhis Bullet,HOVE,Race 9,16:28,4,0.8,0.3,0.3,0.2
Touchdown Baby,HOVE,Race 10,16:48,3,0.8,0.3,0.4,0.1
Boogy Blu,MONMORE,Race 11,16:58,4,0.8,0.3,0.4,0.1
Moorstown Maria,MONMORE,Race 11,16:58,6,0.8,0.3,0.2,0.3
Grantstowncastle,HARLOW,Race 1,18:17,1,0.9,0.1,0.2,0.6
Crystal Lyla,SUNDERLAND,Race 1,18:19,6,0.8,0.3,0.2,0.3
Greencraft Jet,YARMOUTH,Race 1,18:26,5,1.0,0.2,0.5,0.3
Crying Old Kevin,DONCASTER,Race 2,18:28,6,0.9,0.2,0.3,0.4
Headford Gordon,SUNDERLAND,Race 2,18:36,4,0.8,0.4,0.3,0.1
Frainey Greaser,DONCASTER,Race 3,18:43,4,1.0,0.5,0.2,0.3
Monroe Hugo,HARLOW,Harlow Wednesday Maiden Sprint,18:48,6,0.8,0.3,0.3,0.2
Noirs Megan,SUNDERLAND,Race 3,18:51,1,0.8,0.3,0.3,0.2
Kidya Not,DONCASTER,Race 4,18:58,3,0.9,0.3,0.4,0.2
Riada Spike,HARLOW,Race 4,19:07,1,0.8,0.1,0.4,0.3
Tiddly Blake,YOUGHAL,Race 2,19:12,3,0.8,0.3,0.3,0.2
Johnstown Donna,YOUGHAL,Race 2,19:12,1,0.8,0.3,0.3,0.2
Kilbriens Nelly,YOUGHAL,Race 2,19:12,2,0.8,0.2,0.3,0.3
Salems Soulmate,YARMOUTH,Race 4,19:16,1,0.9,0.3,0.3,0.3
Ballycassidy,HARLOW,Harlow Wednesday Maiden,19:24,1,0.9,0.8,0.1,0.0
Brennans Billie,YARMOUTH,Race 5,19:34,4,0.8,0.1,0.4,0.3
Scarlet Beauty,DONCASTER,Race 6,19:36,1,0.8,0.3,0.2,0.3
Dods Tiger,HARLOW,Race 6,19:44,6,0.9,0.1,0.4,0.4
Clearway Vicky,DONCASTER,Race 7,19:56,5,0.8,0.0,0.7,0.1
Choctaw Razan,SUNDERLAND,Race 7,19:58,1,0.8,0.1,0.5,0.2
Philfen Afina,HARLOW,Harlow Wednesday Standard,20:03,1,0.9,0.5,0.2,0.2
Leclair Noire,HARLOW,Harlow Wednesday Standard,20:03,2,0.8,0.2,0.4,0.2
Front Move,HARLOW,Harlow Wednesday Standard,20:03,3,0.8,0.4,0.3,0.1
March On Henry,HARLOW,Harlow Wednesday Standard,20:03,4,0.8,0.7,0.1,0.0
Foxy Daisy,YARMOUTH,Race 7,20:06,2,0.9,0.4,0.2,0.3
Canvas Darcy,YOUGHAL,Talking Dogs 525,20:09,2,0.8,0.5,0.2,0.1
Mullaca Mayhem,SUNDERLAND,Race 8,20:12,1,0.8,0.2,0.3,0.3
Saving Hay,YARMOUTH,Race 8,20:21,1,0.8,0.0,0.4,0.4
Gracias Lorenzo,YARMOUTH,Race 9,20:36,2,0.8,0.3,0.4,0.1
Dominance,YARMOUTH,Race 9,20:36,4,0.8,0.3,0.3,0.2
James Choice,YARMOUTH,Race 9,20:36,6,0.8,0.3,0.1,0.4
Decisive Maria,HARLOW,Race 9,20:43,6,0.8,0.3,0.1,0.4
Craan Maggie,DONCASTER,Race 10,20:54,6,0.9,0.3,0.3,0.3
Meadows Megan,SUNDERLAND,Race 11,21:01,2,0.8,0.2,0.5,0.1
Mescal Cathy,YOUGHAL,Race 9,21:06,1,0.9,0.1,0.6,0.2
