dogName,trackName,raceTitle,raceTime,trapNum,top3Last10Races,1stLast10Races,2ndLast10Races,3rdLast10Races
Droopys Mateo,NEWCASTLE,Race 11,17:03,6,0.8,0.4,0.2,0.2
Highclere Zena,NEWCASTLE,Race 11,17:03,5,0.8,0.3,0.2,0.3
Crackling Cookie,ROMFORD,Race 11,17:08,3,0.8,0.2,0.3,0.3
Brookside Sting,ROMFORD,Race 11,17:08,5,0.9,0.3,0.2,0.4
Brickhill Jethro,SWINDON,Race 6,17:33,4,0.9,0.2,0.4,0.3
Dance Poppy,CRAYFORD,Race 13,17:37,2,0.8,0.2,0.4,0.2
Hoskys Legacy,CRAYFORD,Race 14,17:54,6,0.9,0.2,0.5,0.2
Dundrum Frankie,SWINDON,Race 9,18:31,2,0.9,0.5,0.3,0.1
Hitthebeefrocky,PERRY BARR,Race 2,18:41,5,0.9,0.2,0.6,0.1
Bellini,SWINDON,Race 10,18:46,4,0.8,0.2,0.4,0.2
Matts Mink,SUNDERLAND,Race 3,18:51,2,0.8,0.2,0.3,0.3
Tyrap Leo,LIMERICK,Race 1,18:53,1,1.0,0.4,0.3,0.3
Whats Up Jack,LIMERICK,Race 1,18:53,3,0.8,0.2,0.0,0.6
Pevensey Sally,HOVE,Race 4,18:58,2,0.8,0.0,0.6,0.2
Hyde Park Conan,MONMORE,Race 5,19:24,3,0.8,0.3,0.2,0.3
Ferryforth Jack,SUNDERLAND,Race 6,19:41,2,0.9,0.1,0.2,0.6
Tally Ho Classic,LIMERICK,Race 5,19:54,6,0.8,0.2,0.2,0.4
Escomb Wispa,SUNDERLAND,Race 7,19:58,3,0.8,0.4,0.3,0.1
Beaming Numen,MONMORE,Race 7,20:03,6,0.8,0.6,0.1,0.1
Morning Light,SUNDERLAND,Race 8,20:12,1,0.9,0.2,0.3,0.4
Sandside Galtee,HOVE,Race 8,20:17,6,1.0,0.4,0.4,0.2
Fourteen Wings,PERRY BARR,Race 8,20:21,2,0.8,0.2,0.3,0.3
Daves Gift,MONMORE,Race 8,20:23,3,0.8,0.5,0.3,0.0
Another Dove,PERRY BARR,Race 9,20:36,3,0.8,0.3,0.3,0.2
Cavan Export,SUNDERLAND,Race 10,20:46,5,0.8,0.2,0.1,0.5
Sparta Perfect,MONMORE,Race 10,21:02,3,0.8,0.1,0.2,0.5
Easy Article,MONMORE,Race 10,21:02,2,0.8,0.2,0.2,0.4
Theres Carmel,PERRY BARR,Race 11,21:11,2,0.9,0.2,0.2,0.5
Granree Eve,PERRY BARR,Race 11,21:11,3,0.8,0.2,0.2,0.4
Noels Hope,PERRY BARR,Race 11,21:11,6,0.8,0.5,0.2,0.1
Galaxy Freedom,HOVE,Race 11,21:12,6,0.8,0.3,0.2,0.3
Mollys Diva,HOVE,Race 11,21:12,1,0.8,0.4,0.3,0.1
Sandy Willow,PERRY BARR,Race 12,21:26,6,0.8,0.3,0.3,0.2
