dogName,trackName,raceTitle,raceTime,trapNum,top3Last10Races,1stLast10Races,2ndLast10Races,3rdLast10Races
Dotty Dot,NOTTINGHAM,Race 11,13:36,5,0.8,0.2,0.3,0.3
Bundee Paddy Aki,SWINDON,Race 11,13:44,4,0.8,0.5,0.2,0.1
Emilys Charm,MONMORE,Race 2,14:07,2,1.0,0.2,0.5,0.3
Brocks Snowflake,MONMORE,Race 4,14:42,2,0.8,0.4,0.1,0.3
Beaming Numen,MONMORE,Race 4,14:42,6,0.9,0.7,0.1,0.1
Gartcloss Rum,NEWCASTLE,Race 5,15:09,5,0.9,0.2,0.1,0.6
Gas Man,NEWCASTLE,Race 5,15:09,1,0.8,0.2,0.3,0.3
Maireads Lion,HOVE,Race 5,15:11,2,0.8,0.4,0.2,0.2
Gator Park,NEWCASTLE,Race 7,15:44,1,0.8,0.0,0.6,0.2
Gemini Aria,HOVE,Race 7,15:48,1,0.9,0.1,0.4,0.4
Manx Disco,NEWCASTLE,Race 8,16:04,1,0.8,0.2,0.4,0.2
Ballyhoe Alpha,NEWCASTLE,Race 8,16:04,5,0.8,0.2,0.2,0.4
Emers Vinnie,NEWCASTLE,Race 10,16:43,5,0.8,0.5,0.3,0.0
Newinn Conrad,HOVE,Race 10,16:48,5,0.9,0.1,0.5,0.3
Vixons Lad,MONMORE,Race 12,17:18,2,0.8,0.4,0.2,0.2
Rathronan Hero,MONMORE,Race 13,17:37,2,0.8,0.2,0.2,0.4
Moorstown Pat,MONMORE,Race 14,17:54,2,0.8,0.0,0.5,0.3
Merrymeeting Dev,DONCASTER,Race 1,18:09,3,0.9,0.2,0.5,0.2
Measure Me,HARLOW,Race 1,18:17,4,0.8,0.2,0.2,0.4
Diddlers Diva,SUNDERLAND,Race 1,18:19,6,0.8,0.1,0.5,0.2
Bringitonbuddy,DONCASTER,Race 2,18:28,3,0.9,0.2,0.5,0.2
Breton Aline,HARLOW,Harlow Wednesday Maiden,18:33,2,0.8,0.4,0.0,0.4
Riverdale Uisce,HARLOW,Harlow Wednesday Maiden,18:33,5,0.8,0.4,0.3,0.1
Mullaca Mayhem,SUNDERLAND,Race 2,18:36,1,0.8,0.1,0.4,0.3
Free Inside,DONCASTER,Race 3,18:43,6,0.8,0.4,0.1,0.3
Headford Anna,HARLOW,Harlow Wednesday Maiden Sprint,18:48,3,0.8,0.4,0.1,0.3
Mescal Cathy,YOUGHAL,Race 1,18:53,1,0.8,0.1,0.5,0.2
Wee Bull Brady,SUNDERLAND,Race 4,19:09,2,0.9,0.4,0.3,0.2
Heavens Willow,YARMOUTH,Race 4,19:16,6,0.8,0.1,0.4,0.3
Graigues Cowboy,YARMOUTH,Race 4,19:16,2,0.8,0.2,0.3,0.3
Keady Queen,DONCASTER,Race 5,19:18,5,0.8,0.2,0.4,0.2
Leclair Noire,HARLOW,Harlow Wednesday Standard,19:24,3,0.8,0.3,0.3,0.2
Fern Alley,YARMOUTH,Race 5,19:34,6,0.8,0.3,0.2,0.3
Kiluran Rastaman,HARLOW,Harlow Wednesday Sprint,19:44,2,1.0,0.3,0.5,0.2
Monleek Idaho,YARMOUTH,Race 6,19:51,5,0.8,0.5,0.0,0.3
Seaview Lexi,YOUGHAL,Race 5,19:54,3,0.8,0.2,0.4,0.2
Kidya Not,DONCASTER,Race 7,19:56,2,0.9,0.3,0.5,0.1
Fast Bowler,HARLOW,Harlow Wednesday Maiden Stayers,20:03,6,0.8,0.1,0.4,0.3
Moors Sharkey,YARMOUTH,Race 7,20:06,3,0.9,0.2,0.4,0.3
Tinas Carol,SUNDERLAND,Race 8,20:12,4,0.8,0.3,0.2,0.3
Ratchies Amor,SUNDERLAND,Race 8,20:12,1,0.8,0.2,0.2,0.4
Malacca Black,SUNDERLAND,Race 8,20:12,3,0.8,0.3,0.4,0.1
Boherash Kyle,YOUGHAL,Race 7,20:29,5,0.9,0.2,0.3,0.4
Headford Spirit,HARLOW,Harlow Maiden Monkey Final,20:43,3,0.9,0.3,0.4,0.2
Pookies Caesar,HARLOW,Harlow Maiden Monkey Final,20:43,4,0.8,0.5,0.3,0.0
Gracias Lorenzo,HARLOW,Harlow Maiden Monkey Final,20:43,5,0.9,0.4,0.4,0.1
Hollyhill Bobby,YOUGHAL,Race 8,20:47,1,0.8,0.0,0.3,0.5
Wanted Me Teddy,DONCASTER,Race 10,20:54,6,0.8,0.2,0.3,0.3
Mucho Macho Judy,SUNDERLAND,Race 11,21:01,2,0.8,0.2,0.3,0.3
Trade Pippy,HARLOW,Race 10,21:02,2,0.8,0.1,0.3,0.4
Stevie Boy,YARMOUTH,Race 11,21:11,1,0.8,0.1,0.3,0.4
Drumdoit Nova,YARMOUTH,Race 11,21:11,6,0.8,0.2,0.1,0.5
Fagans Sapphire,DONCASTER,Race 11,21:12,5,0.9,0.3,0.4,0.2
Brennans Billie,YARMOUTH,Race 12,21:26,3,0.8,0.1,0.4,0.3
Blackrose Phase,YARMOUTH,Race 12,21:26,5,0.8,0.1,0.5,0.2
