dogName,trackName,raceTitle,raceTime,trapNum,top3Last10Races,1stLast10Races,2ndLast10Races,3rdLast10Races
Ballygur Star,WATERFORD,Race 3,08:43,1,0.8,0.2,0.3,0.3
Astons Shadow,WATERFORD,Race 5,09:18,6,0.8,0.4,0.2,0.2
Coco Houdini,WATERFORD,Race 5,09:18,5,0.8,0.4,0.2,0.2
Bing Holly,WATERFORD,Race 7,09:52,4,0.8,0.2,0.3,0.3
Joe Nuggets,WATERFORD,Race 7,09:52,3,0.8,0.3,0.3,0.2
Glenbervie Elsa,WATERFORD,Race 7,09:52,1,0.9,0.1,0.5,0.3
Brynoffa Babe,WATERFORD,Race 8,10:07,6,0.8,0.0,0.5,0.3
Whiteys Spider,WATERFORD,Race 10,10:41,5,0.8,0.3,0.4,0.1
Farrahs Fantasy,NOTTINGHAM,Race 1,11:06,2,0.9,0.4,0.1,0.4
Seany Five O,NOTTINGHAM,Race 1,11:06,6,0.8,0.2,0.3,0.3
Makeit Beauty,TOWCESTER,Race 2,11:09,6,0.8,0.1,0.2,0.5
Whichwayseasy,SHEFFIELD,Race 2,11:28,5,0.8,0.3,0.3,0.2
Geneva Tee Jay,NOTTINGHAM,Race 3,11:36,6,0.9,0.2,0.3,0.4
Caseys Gina,NOTTINGHAM,Race 3,11:36,4,0.8,0.3,0.0,0.5
Storys Hawk,TOWCESTER,Race 4,11:39,2,0.8,0.4,0.2,0.2
Chance Holly,CENTRAL PARK,Race 5,11:46,1,1.0,0.1,0.4,0.5
Swift Jingle,NOTTINGHAM,Race 4,11:51,1,0.8,0.2,0.1,0.5
Shady Ella,SHEFFIELD,Race 4,11:58,2,0.8,0.3,0.3,0.2
Havana Cabana,NOTTINGHAM,Race 5,12:06,6,0.8,0.2,0.3,0.3
Caulry Daisy,NOTTINGHAM,Race 5,12:06,1,0.8,0.1,0.2,0.5
Roedhelm Ranger,NOTTINGHAM,Race 5,12:06,3,0.8,0.1,0.3,0.4
Nah Then Norman,SHEFFIELD,Race 5,12:13,5,0.9,0.2,0.5,0.2
Ravenshill Anna,NOTTINGHAM,Race 6,12:21,6,0.8,0.1,0.4,0.3
Ballinakill Jade,NOTTINGHAM,Race 7,12:36,1,0.8,0.1,0.3,0.4
House Of Magic,TOWCESTER,Race 8,12:39,2,0.8,0.3,0.2,0.3
Good Material,SHEFFIELD,Race 7,12:43,6,0.9,0.5,0.3,0.1
Prickly Bay,TOWCESTER,Race 9,12:54,2,0.8,0.0,0.4,0.4
Darbys Kitty,CENTRAL PARK,Race 10,13:02,4,0.8,0.3,0.0,0.5
Penniment Keen,NOTTINGHAM,Race 9,13:06,1,0.9,0.2,0.4,0.3
Tuftys Tony,TOWCESTER,Race 10,13:09,2,0.9,0.1,0.3,0.5
Sparkling Darren,CENTRAL PARK,Race 11,13:17,2,0.9,0.3,0.4,0.2
Tinksthebest,TOWCESTER,Race 12,13:39,3,0.8,0.3,0.4,0.1
Towstar Oreo,SHEFFIELD,Race 11,13:44,5,0.8,0.3,0.1,0.4
Ballymac Candice,CRAYFORD,Race 1,13:49,6,0.8,0.4,0.4,0.0
Hoskys Legacy,CRAYFORD,Race 1,13:49,5,0.9,0.3,0.5,0.1
Tip Top Silver,CRAYFORD,Race 1,13:49,3,0.8,0.0,0.3,0.5
Nugget,CRAYFORD,Race 1,13:49,2,0.8,0.2,0.4,0.2
Ramat One,ROMFORD,Race 1,13:57,6,0.8,0.2,0.4,0.2
Nolas Whiskey,ROMFORD,Race 1,13:57,3,0.8,0.2,0.2,0.4
Bramble Orla,NEWCASTLE,Race 2,14:19,1,0.9,0.1,0.3,0.5
Hitthelids Joe,CRAYFORD,Race 3,14:23,3,0.8,0.5,0.2,0.1
Waikiki Glass,ROMFORD,Race 4,14:52,5,0.8,0.3,0.2,0.3
Styamra Duke,NEWCASTLE,Race 4,14:54,1,0.8,0.2,0.1,0.5
Cha Cha Charlie,CRAYFORD,Race 5,15:02,3,0.8,0.1,0.3,0.4
Ridgedale Polly,NEWCASTLE,Race 6,15:26,6,0.8,0.2,0.4,0.2
Chosen Flame,NEWCASTLE,Race 6,15:26,4,0.8,0.4,0.1,0.3
Idigoras,NEWCASTLE,Race 6,15:26,2,0.8,0.2,0.4,0.2
Killeacle Serena,CRAYFORD,Race 7,15:38,6,0.8,0.1,0.5,0.2
Dance Poppy,CRAYFORD,Race 7,15:38,2,0.8,0.2,0.4,0.2
Highclere Coco,NEWCASTLE,Race 7,15:44,1,0.8,0.0,0.4,0.4
Tyford Brave,CRAYFORD,Race 8,15:58,6,0.8,0.2,0.3,0.3
Xmas Jet,ROMFORD,Race 9,16:28,3,0.8,0.1,0.6,0.1
Lemon Vinnie,SWINDON,Race 3,16:34,5,0.8,0.5,0.2,0.1
Miss Order,CRAYFORD,Race 10,16:38,2,0.8,0.0,0.2,0.6
Dians Jazzer,CRAYFORD,Race 10,16:38,6,0.8,0.1,0.3,0.4
Nitro June,NEWCASTLE,Race 10,16:43,6,0.8,0.3,0.2,0.3
Mohican Louis,SWINDON,Race 4,16:54,3,0.8,0.1,0.3,0.4
Crossfield Chloe,CRAYFORD,Race 11,16:58,1,0.8,0.4,0.3,0.1
Gary For Gold,NEWCASTLE,Race 11,17:03,1,0.8,0.3,0.2,0.3
Bramble Willow,NEWCASTLE,Race 11,17:03,5,0.8,0.2,0.5,0.1
Noahs Brave,SWINDON,Race 5,17:14,1,0.8,0.4,0.3,0.1
Avongate Kelly,ROMFORD,Race 13,17:44,1,0.9,0.4,0.3,0.2
Ruffian Missy,CRAYFORD,Race 14,17:54,2,0.8,0.2,0.3,0.3
Racecourse Court,SWINDON,Race 9,18:31,4,0.9,0.2,0.3,0.4
Ferryforth Jack,SUNDERLAND,Race 2,18:36,2,0.8,0.1,0.2,0.5
