dogName,trackName,raceTitle,raceTime,trapNum,top3Last10Races,1stLast10Races,2ndLast10Races,3rdLast10Races
Dromore Fiveo,LIMERICK,Race 1,18:53,1,0.8,0.3,0.2,0.3
Balls Of Fire,PERRY BARR,Race 3,18:59,5,0.8,0.3,0.5,0.0
Vixons Lass,MONMORE,Race 4,19:07,1,0.8,0.3,0.3,0.2
Tiermana Hayes,SUNDERLAND,Race 4,19:09,5,0.8,0.6,0.1,0.1
Brooklawn Gloss,SUNDERLAND,Race 5,19:26,3,0.9,0.3,0.5,0.1
Fair Trend,PERRY BARR,Race 5,19:34,1,0.8,0.2,0.1,0.5
Spartadash,HOVE,Race 6,19:36,5,0.8,0.1,0.2,0.5
Boogy Blu,MONMORE,Race 6,19:44,3,0.8,0.3,0.3,0.2
Drahbeg Diva,PERRY BARR,Race 6,19:51,2,0.9,0.4,0.3,0.2
Sugan Tiny,LIMERICK,Race 5,19:54,5,0.8,0.3,0.3,0.2
Ragtime Sid,HOVE,Race 7,19:56,3,0.8,0.1,0.3,0.4
Tommys Pluto,HOVE,Race 8,20:17,1,0.9,0.3,0.5,0.1
Inislosky Tally,LIMERICK,Race 7,20:29,3,0.8,0.1,0.3,0.4
Jaguar Tony,MONMORE,Race 9,20:43,4,0.8,0.3,0.3,0.2
Moanteen Sweep,MONMORE,Race 9,20:43,2,0.8,0.5,0.3,0.0
Rockalong Sierra,LIMERICK,Race 8,20:47,3,0.8,0.2,0.4,0.2
Final Quattro,MONMORE,Race 10,21:02,6,0.8,0.1,0.3,0.4
Walletbuster Ray,HOVE,Race 11,21:12,2,0.8,0.2,0.4,0.2
Clooneorchard,LIMERICK,Race 10,21:22,5,0.8,0.3,0.1,0.4
Bellagors Rebel,LIMERICK,Race 10,21:22,1,0.8,0.4,0.2,0.2
Maglass Matt,HOVE,Race 12,21:28,2,0.8,0.3,0.2,0.3
Mandingos Flyer,HOVE,Race 12,21:28,5,0.8,0.2,0.4,0.2
